Eisean	Pron:Pers:3P:Sg:Masc:Emph	eisean
tsolais	Noun:Masc:Gen:Sg:Def	solas
nó	Conj:Coord	nó
le	Prep:Simp	le
feiniméin	Noun:Masc:Com:Pl	feiniméan
ar	Prep:Simp	ar
scála	Noun:Masc:Com:Sg	scála
idir-réaltach	Adj	idir-réalt
.	Punct:Fin	.
Imíonn	Verb:VI:PresInd	imigh
sí	Pron:Pers:3P:Sg:Fem:Sbj	sí
suas	Adv:Dir	suas
chuig	Prep:Simp	chuig
an	Art:Sg:Def	an
staighre	Noun:Masc:Com:Sg:DefArt	staighre
agus	Conj:Coord	agus
fuadar	Noun:Masc:Com:Sg	fuadar
fútha	Noun:Masc:Com:Pl	fútha
.	Punct:Fin	.
(	Punct	(
postas	Noun:Masc:Com:Sg	postas
níos	Subst:Noun:Sg:Part:Comp	níos
mó	Adj:Comp	mór
)	Punct	)
.	Punct:Fin	.
B'	Cop:Past:VF	is
fhearr	Adj:Comp	maith
dúinn	Pron:Prep:1P:Pl	do
imeacht	Verbal:Noun:VI	imeacht
isteach	Adv:Dir	isteach
a	Part:Voc	a
Tom	Prop:Noun:Masc:Voc:Sg	Tom
.	Punct:Fin	.
Le	Prep:Simp	le
roinnt	Noun:Fem:Com:Sg	roinnt
seachtainí	Noun:Fem:Gen:Strong:Pl	seachtain
anois	Adv:Gn	anois
,	Punct:Int	,
tá	Verb:PresInd	bí
an	Art:Sg:Def	an
Ball	Prop:Noun:Masc:Com:Sg	Ball
Oinigh	Noun:Masc:Gen:Sg	oineach
le	Prep:Simp	le
haghaidh	Noun:Fem:Com:Sg:hPref	aghaidh
Hartlepoole	Prop:Noun:Masc:Com:Sg	Hartlepoole
ag	Prep:Simp	ag
scríobh	Verbal:Noun:VTI	scríobh
leis	Pron:Prep:3P:Sg:Masc	le
go	Part:Ad	go
scríobach	Adj:Base	scríobach
faoi	Prep:Simp	faoi
cheist	Noun:Fem:Com:Sg:Len	ceist
an	Art:Sg:Def	an
tuaiscirt	Noun:Masc:Gen:Sg	tuaisceart
san	Prep:Art:Sg	i
iris	Noun:Fem:Com:Sg:DefArt	iris
chlúiteach	Adj:Fem:Com:Sg	clúiteach
sin	Det:Dem	sin
GQ	Abr	GQ
(	Punct	(
murab	Conj:Subord:Cop:Past	mura
ionann	Adj:Base	ionann
agus	Conj:Coord	agus
GI	Abr	GI
ach	Conj:Subord	ach
sin	Pron:Dem	sin
scéal	Noun:Masc:Com:Sg	scéal
eile	Det:Dem	eile
)	Punct	)
.	Punct:Fin	.
Do	Part:Vb	do
bhain	Verb:VTI:PastInd:Len	bain
seacht	Num:Card	seacht
croitheadh	Verbal:Noun	croitheadh
as	Prep:Simp	as
láimh	Noun:Fem:Dat:Sg:Idf	lámh
na	Art:Gen:Sg:Def:Fem	na
mná	Noun:Fem:Gen:Sg:DefArt	bean
fónta	Adj:Fem:Gen:Sg	fónta
agus	Conj:Coord	agus
do	Part:Vb	do
phreab	Verb:VI:PastInd:Len	preab
'	Punct:Quo	'
on	Noun:Masc:Com:Sg	on
teallach	Noun:Masc:Com:Sg:DefArt	teallach
agus	Conj:Coord	agus
do	Part:Vb	do
chuir	Verb:VTI:PastInd:Len	cuir
chuin	Noun:Fem:Com:Sg	chuin
gnótha	Noun:Masc:Com:Pl	gnótha
é	Pron:Pers:3P:Sg:Masc	é
.	Punct:Fin	.
Rinne	Verb:VTI:PastInd	déan
an	Art:Sg:Def	an
fear	Noun:Masc:Com:Sg:DefArt	fear
comharthaí	Noun:Masc:Com:Pl	comhartha
agus	Conj:Coord	agus
é	Pron:Pers:3P:Sg:Masc	é
ag	Prep:Simp	ag
labhairt	Verbal:Noun:VTI	labhairt
ionas	Subst:Noun:Sg	ionas
go	Part:Vb:Cmpl	go
dtuigfí	Verb:VTI:Cond:Auto:Ecl	tuig
a	Det:Poss:3P:Sg:Masc	a
scéal	Noun:Masc:Com:Sg	scéal
.	Punct:Fin	.
Tá	Verb:PresInd	bí
feabhas	Noun:Masc:Com:Sg	feabhas
éigin	Adj:Masc:Com:Sg	éigin
ag	Prep:Simp	ag
teacht	Verbal:Noun:VTI	teacht
ar	Prep:Simp	ar
chúrsaí	Noun:Masc:Com:Pl:Len	cúrsa
.	Punct:Fin	.
É	Pron:Pers:3P:Sg:Masc	é
liath	Adj:Base	liath
nó	Conj:Coord	nó
bán	Adj:Base	bán
nó	Conj:Coord	nó
donn	Adj:Base	donn
.	Punct:Fin	.
Molaim	Verb:VTI:PresInd:1P:Sg	mol
a	Det:Poss:3P:Pl	a
gcuid	Noun:Fem:Com:Sg:Ecl	cuid
iarrachtaí	Noun:Fem:Com:Pl	iarracht
sa	Prep:Art:Sg	i
ghnó	Noun:Masc:Com:Sg:Len	gnó
fhiúntach	Adj:Masc:Com:Sg	fiúntach
sin	Det:Dem	sin
ach	Conj:Subord	ach
bhí	Verb:PastInd:Len	bí
easpa	Noun:Fem:Com:Sg	easpa
ina	Prep:Poss:3P:Pl	i
gcuid	Noun:Fem:Com:Sg:Ecl	cuid
oibre	Noun:Fem:Gen:Sg	obair
,	Punct:Int	,
sa	Prep:Art:Sg	i
dóigh	Noun:Fem:Com:Sg	dóigh
is	Conj:Coord	agus
gur	Cop:Past:Dep	is
cuireadh	Verb:VTI:PastInd:Auto	cuir
béim	Noun:Fem:Com:Sg	béim
láidir	Adj:Fem:Com:Sg	láidir
ar	Prep:Simp	ar
ghnéithe	Noun:Fem:Com:Pl:Len	gné
éagsúla	Adj:Com:Slender:Pl	éagsúil
den	Prep:Art:Sg	de
Eaglais	Prop:Noun:Fem:Com:Sg	Eaglais
.	Punct:Fin	.
Níor	Part:Vb:Neg:Past	níor
labhair	Verb:VTI:PastInd:Neg:Len	labhair
.	Punct:Fin	.
Ba	Cop:Past	is
ghearr	Adj:Base:Len	gearr
gur	Part:Vb:Past	gur
fhás	Verb:VTI:PastInd:Len	fás
drochiontaoibh	Noun:Fem:Com:Sg	drochiontaoibh
Kitchener	Prop:Noun:Masc:Com:Sg	Kitchener
-	Punct:Bar	-
eisean	Pron:Pers:3P:Sg:Masc:Emph	eisean
ina	Prep:Poss:3P:Sg:Masc	i
Ard-Cheannasaí	Noun:Masc:Com:Sg	ceannasaí
agus	Conj:Coord	agus
ina	Prep:Poss:3P:Sg:Masc	i
Mharascal	Prop:Noun:Fem:Com:Sg:Len	Marascal
Machaire	Prop:Noun:Masc:Gen:Sg	Machaire
san	Prep:Art:Sg	i
fheachtas	Noun:Masc:Com:Sg:Len	feachtas
sin	Det:Dem	sin
-	Punct:Bar	-
ina	Prep:Poss:3P:Sg:Fem	i
fuath	Noun:Masc:Com:Sg	fuath
dearg	Adj:Masc:Com:Sg	dearg
do	Prep:Simp	do
Churchill	Prop:Noun:Masc:Com:Sg	Churchill
,	Punct:Int	,
agus	Conj:Coord	agus
vice	Noun:Fem:Com:Sg	vice
versa	Noun:Fem:Com:Pl	versa
go	Part:Ad	go
cruinn	Adj:Base	cruinn
.	Punct:Fin	.
An	Part:Vb:Q	an
mothaíonn	Verb:VTI:PresInd	mothaigh
tú	Pron:Pers:2P:Sg	tú
sábháilte	Verbal:Adj	sábháilte
?	?	?
Duine	Prop:Noun:Masc:Fam:Sg	Duine
fíorthuisceanach	Adj:Masc:Com:Sg	tuisceanach
é	Pron:Pers:3P:Sg:Masc	é
Ciarán	Prop:Noun:Masc:Com:Sg	Ciarán
a	Part:Vb:Rel:Direct	a
thug	Verb:VTI:PastInd:Len	tabhair
faoi	Prep:Simp	faoi
deara	Subst:Noun:Sg	deara
go	Part:Ad	go
luath	Adj:Base	luath
buanna	Noun:Masc:Com:Pl	bua
Chaitlín	Prop:Noun:Fem:Com:Sg:DefArt	Caitlín
Maude	Prop:Noun:Masc:Com:Sg	Maude
.	Punct:Fin	.
Gearrtheideal	Noun:Masc:Com:Sg	gearrtheideal
agus	Conj:Coord	agus
comhlua	Noun:Masc:Com:Sg	comhlua
.	Punct:Fin	.
Bhí	Verb:VI:PastInd:Len	bí
sí	Pron:Pers:3P:Sg:Fem:Sbj	sí
ar	Prep:Simp	ar
buille	Noun:Masc:Com:Sg	buille
agus	Conj:Coord	agus
ar	Prep:Simp	ar
mire	Noun:Fem:Com:Sg	mire
.	Punct:Fin	.
'	Punct:Quo	'
Beo	Noun:Masc:Com:Sg	beo
!	!	!
Chuir	Verb:VTI:PastInd:Len	cuir
an	Art:Sg:Def	an
Síneach	Noun:Fem:Com:Sg	Síneach
isteach	Adv:Dir	isteach
sa	Prep:Art:Sg	i
chomhrá	Noun:Masc:Com:Sg:Len	comhrá
go	Part:Ad	go
tapa	Adj:Base	tapa
.	Punct:Fin	.
Ghlac	Verb:VT:PastInd:Len	glac
aintín	Noun:Fem:Com:Sg	aintín
a	Det:Poss:3P:Sg:Fem	a
máthar	Noun:Fem:Gen:Sg	máthair
,	Punct:Int	,
Bean	Prop:Noun:Masc:Com:Sg	Bean
Uí	Part:Pat	uí
Eidhin	Prop:Noun:Fem:Gen:Sg	Eidhin
,	Punct:Int	,
as	Prep:Simp	as
Sráid	Noun:Fem:Com:Sg	sráid
na	Art:Gen:Sg:Def:Fem	na
Cathrach	Noun:Fem:Gen:Sg:DefArt	cathair
,	Punct:Int	,
Co.	Abr	Co.
an	Art:Sg:Def	an
Chláir	Prop:Noun:Masc:Com:Sg	Chláir
,	Punct:Int	,
cúram	Noun:Masc:Com:Sg	cúram
na	Art:Gen:Sg:Def:Fem	na
beirte	Noun:Fem:Gen:Sg:DefArt	beirt
chuici	Pron:Prep:3P:Sg:Fem	chuig
féin	Pron:Ref	féin
.	Punct:Fin	.
Cuireadh	Verb:VTI:PastInd:Auto	cuir
tús	Noun:Masc:Com:Sg	tús
leis	Prep:Simp	le
na	Art:Pl:Def	na
ranganna	Noun:Masc:Com:Pl	rang
ag	Prep:Simp	ag
Bishopsgate	Prop:Noun:Masc:Com:Sg	Bishopsgate
Institute	Prop:Noun:Masc:Com:Sg	Institute
ar	Prep:Simp	ar
7	Num:Dig	7
Deireadh	Noun:Masc:Com:Sg	deireadh
Fómhair	Noun:Masc:Gen:Sg	fómhar
.	Punct:Fin	.
Nuair	Conj:Subord	nuair
a	Part:Vb:Rel:Direct	a
chuir	Verb:VTI:PastInd:Len	cuir
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
aithne	Noun:Fem:Com:Sg	aithne
ar	Prep:Simp	ar
Bhreandán	Prop:Noun:Masc:Com:Sg:Len	Breandán
Ó	Part:Pat	ó
hEithir	Noun:Fem:Com:Sg	heithir
ní	Part:Vb:Neg	ní
raibh	Verb:PastInd:Dep:Neg:Len	bí
aon	Det:Qty:Idf	aon
easpa	Noun:Fem:Com:Sg	easpa
ábhar	Noun:Masc:Com:Sg	ábhar
cainte	Noun:Fem:Gen:Sg	caint
orthu	Pron:Prep:3P:Pl	ar
-	Punct:Bar	-
Sonny	Prop:Noun:Masc:Com:Sg	Sonny
ag	Prep:Simp	ag
fiafraí	Verbal:Noun:VTI	fiafraí
de	Prep:Simp	de
Bhreandán	Prop:Noun:Masc:Com:Sg:Len	Breandán
an	Part:Vb:Q	an
raibh	Verb:PastInd:Dep:Q:Ecl	bí
aithne	Noun:Fem:Com:Sg	aithne
aige	Pron:Prep:3P:Sg:Masc	ag
ar	Prep:Simp	ar
a	Det:Poss:3P:Sg:Masc	a
leithéid	Noun:Fem:Com:Sg	leithéid
seo	Pron:Dem	seo
nó	Conj:Coord	nó
siúd	Pron:Dem	siúd
agus	Conj:Coord	agus
Breandán	Prop:Noun:Masc:Com:Sg	Breandán
ag	Prep:Simp	ag
inseacht	Verbal:Noun:VTI	insint
dó	Pron:Prep:3P:Sg:Masc	do
:	Punct:Int	:
Thug	Verb:VTI:PastInd:Len	tabhair
foilsiú	Verbal:Noun:VT	foilsiú
Lig	Verb:VTI:Imper:2P:Sg	lig
Sinn	Pron:Pers:1P:Pl	sinn
i	Prep:Simp	i
gCathú	Noun:Masc:Com:Sg:Ecl	cathú
seanchairde	Noun:Masc:Com:Pl	seanchara
Bhreandáin	Prop:Noun:Fem:Gen:Sg	Breandáin
i	Prep:Simp	i
nGaillimh	Prop:Noun:Fem:Com:Sg:Ecl	Gaillimh
le	Prep:Simp	le
chéile	Noun:Masc:Com:Sg:Len	céile
agus	Conj:Coord	agus
rinneadh	Verb:VTI:PastInd:Auto	déan
go	Part:Ad	go
leor	Adj:Base	leor
cainte	Noun:Fem:Gen:Sg	caint
faoi	Prep:Simp	faoi
na	Art:Pl:Def	na
seanáiteanna	Noun:Fem:Com:Pl:DefArt	seanáit
atá	Verb:PresInd:Rel	bí
luaite	Verbal:Adj	luaite
sa	Prep:Art:Sg	i
leabhar	Noun:Masc:Com:Sg	leabhar
ach	Conj:Subord	ach
atá	Verb:PresInd:Rel	bí
imithe	Verbal:Adj	imithe
ó	Prep:Simp	ó
shin	Pron:Dem	sin
.	Punct:Fin	.
taithí	Noun:Fem:Com:Sg	taithí
a	Part:Inf	a
fháil	Verbal:Noun:VT:Len	fáil
ar	Prep:Simp	ar
atmaisféar	Noun:Masc:Com:Sg	atmaisféar
ranga	Noun:Masc:Gen:Sg	rang
a	Part:Vb:Rel:Direct	a
léiríonn	Verb:VT:PresInd	léirigh
meas	Noun:Masc:Com:Sg	meas
ar	Prep:Simp	ar
an	Art:Sg:Def	an
bhfocal	Noun:Masc:Com:Sg:Ecl	focal
scríofa	Verbal:Adj	scríofa
agus	Conj:Coord	agus
a	Part:Vb:Rel:Direct	a
thugann	Verb:VTI:PresInd:Len	tabhair
luach	Noun:Masc:Com:Sg	luach
do	Prep:Simp	do
dhea-iarrachtaí	Noun:Fem:Com:Pl:Len	dea-iarracht
scríbhneoireachta	Noun:Fem:Gen:Sg	scríbhneoireacht
obair	Noun:Fem:Com:Sg	obair
ar	Prep:Simp	ar
taispeáint	Verbal:Noun:VT	taispeáint
.	Punct:Fin	.
Is	Cop:Pres	is
gnáthach	Noun:Masc:Com:Sg	gnáthach
leis	Prep:Simp	le
an	Art:Sg:Def	an
dTaoiseach	Noun:Masc:Gen:Weak:Pl:DefArt	taoiseach
,	Punct:Int	,
Bertie	Prop:Noun:Masc:Com:Sg	Bertie
Ahern	Prop:Noun:Masc:Com:Sg	Ahern
,	Punct:Int	,
tamall	Noun:Masc:Com:Sg	tamall
de	Prep:Simp	de
laethanta	Noun:Masc:Com:Pl	lá
a	Part:Inf	a
chaitheamh	Verbal:Noun:VTI:Len	caitheamh
san	Prep:Art:Sg	i
óstán	Noun:Masc:Com:Sg	óstán
seo	Det:Dem	seo
gach	Det:Qty:Def	gach
bliain	Noun:Fem:Com:Sg	bliain
agus	Conj:Coord	agus
thug	Verb:VTI:PastInd:Len	tabhair
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
cúpla	Noun:Masc:Com:Sg	cúpla
lá	Noun:Masc:Com:Sg	lá
ann	Pron:Prep:3P:Sg:Masc	i
le	Prep:Simp	le
déanaí	Adj:Fem:Gen:Sg	déanach
.	Punct:Fin	.
Is	Cop:Pres	is
teicneolaíocht	Noun:Fem:Com:Sg	teicneolaíocht
nua-aimseartha	Adj:Fem:Com:Sg	nua-aimseartha
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
i	Prep:Simp	i
gceist	Noun:Fem:Com:Sg:Ecl	ceist
aige	Pron:Prep:3P:Sg:Masc	ag
,	Punct:Int	,
priontáil	Verbal:Noun:VTI	priontáil
lazer	Foreign	lazer
a	Part:Vb:Rel:Direct	a
bhéidh	Verb:FutInd	bí
i	Prep:Simp	i
ndán	Noun:Masc:Com:Sg:Ecl	dán
láimhscríbhinn	Noun:Fem:Com:Sg	láimhscríbhinn
iomlán	Adj:Fem:Com:Sg	iomlán
a	Part:Inf	a
chur	Verbal:Noun:VTI:Len	cur
ar	Prep:Simp	ar
C.D.	Abr	C.D.
Is	Cop:Pres	is
tríd	Prep:Simp	trí
an	Art:Sg:Def	an
bhfulaingt	Noun:Fem:Com:Sg:Ecl	fulaingt
a	Part:Vb:Rel:Direct	a
thagtar	Verb:VI:PresInd:Auto:Len	tar
ar	Prep:Simp	ar
airgeadra	Noun:Masc:Com:Sg	airgeadra
na	Art:Gen:Sg:Def:Fem	na
timpeallachta	Noun:Fem:Gen:Sg:DefArt	timpeallacht
creidimh	Noun:Masc:Gen:Sg	creideamh
.	Punct:Fin	.
Seans	Noun:Masc:Com:Sg	seans
gur	Part:Vb:Past	gur
smaoinigh	Verb:VTI:PastInd:Len	smaoinigh
mé	Pron:Pers:1P:Sg	mé
ar	Prep:Simp	ar
an	Art:Sg:Def	an
Ancient	Prop:Noun:Masc:Com:Sg	Ancient
Mariner	Prop:Noun:Masc:Com:Sg	Mariner
nó	Conj:Coord	nó
bhí	Verb:PastInd:Len	bí
mé	Pron:Pers:1P:Sg	mé
loite	Verbal:Adj	loite
ag	Prep:Simp	ag
leathchuimhní	Noun:Masc:Com:Pl	cuimhneamh
an	Art:Sg:Def	an
léinn	Noun:Masc:Gen:Sg:DefArt	léann
.	Punct:Fin	.
Bhíodh	Verb:PastImp:Len	bí
Conall	Prop:Noun:Masc:Com:Sg	Conall
Ó	Part:Pat	ó
Dochartaigh	Prop:Noun:Masc:Com:Sg	Dochartaigh
ag	Prep:Simp	ag
airneál	Verbal:Noun	airneál
ag	Prep:Simp	ag
an	Art:Sg:Def	an
mháistir	Noun:Masc:Com:Sg:Len	máistir
go	Part:Ad	go
mion	Adj:Base	mion
is	Conj:Coord	agus
go	Part:Ad	go
minic	Adj:Base	minic
.	Punct:Fin	.
Dalta	Noun:Masc:Com:Sg	dalta
scoile	Noun:Fem:Gen:Sg	scoil
i	Prep:Simp	i
mbaol	Noun:Masc:Com:Sg:Ecl	baol
ag	Prep:Simp	ag
'	Punct:Quo	'
rialacha	Noun:Fem:Com:Pl	riail
do-lúbtha	Verbal:Adj	do-lúbtha
'	Punct:Quo	'
.	Punct:Fin	.
Sa	Prep:Art:Sg	i
meathdhorchadas	Noun:Masc:Com:Sg:Ecl	meathdhorchadas
sin	Det:Dem	sin
d'	Part:Vb	do
fhéadas	Verb:VTI:PresInd:Rel	féad
an	Art:Sg:Def	an
stáitse	Noun:Masc:Com:Sg:DefArt	stáitse
a	Part:Inf	a
dhéanamh	Verbal:Noun:VTI:Len	déanamh
amach	Adv:Dir	amach
ar	Prep:Simp	ar
éigean	Noun:Masc:Com:Sg	éigean
faoina	Prep:Poss:3P:Sg:Masc	faoi
shoilse	Noun:Masc:Com:Pl:Len	solas
fanna	Adj:Com:NotSlen:Pl	fann
néoin	Noun:Fem:Com:Sg	néoin
.	Punct:Fin	.
breosla	Noun:Masc:Com:Sg	breosla
a	Part:Vb:Rel:Direct	a
cruthaíodh	Verb:VTI:PastInd:Auto	cruthaigh
as	Prep:Simp	as
taisí	Noun:Fem:Com:Pl	taise
orgánach	Adj:Gen:Weak:Pl	orgánach
a	Part:Vb:Rel:Direct	a
mhair	Verb:VTI:PastInd:Len	mair
na	Art:Pl:Def	na
milliúin	Noun:Masc:Com:Pl:DefArt	milliún
bliain	Noun:Fem:Com:Sg	bliain
ó	Prep:Simp	ó
shin	Pron:Dem	sin
,	Punct:Int	,
leithéidí	Noun:Fem:Com:Pl	leithéid
guail	Noun:Masc:Gen:Sg	gual
,	Punct:Int	,
ola	Noun:Fem:Gen:Sg	ola
agus	Conj:Coord	agus
gáis	Noun:Masc:Gen:Sg	gás
nádúrtha	Adj:Base	nádúrtha
.	Punct:Fin	.
Chuir	Verb:VTI:PastInd:Len	cuir
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
an	Art:Sg:Def	an
teangeolaíocht	Noun:Fem:Com:Sg	teangeolaíocht
i	Prep:Simp	i
gcoitinne	Noun:Fem:Com:Sg:Ecl	coitinne
chun	Prep:Simp	chun
cinn	Noun:Masc:Gen:Sg	ceann
sa	Prep:Art:Sg	i
tír	Noun:Fem:Com:Sg	tír
seo	Det:Dem	seo
.	Punct:Fin	.
Chuir	Verb:VTI:PastInd:Len	cuir
an	Art:Sg:Def	an
scéala	Noun:Masc:Com:Sg:DefArt	scéala
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
ag	Prep:Simp	ag
Seosamh	Prop:Noun:Masc:Com:Sg	Seosamh
Ó	Part:Pat	ó
Cearbhaill	Prop:Noun:Masc:Com:Sg	Cearbhaill
di	Pron:Prep:3P:Sg:Fem	do
gruaim	Noun:Fem:Com:Sg	gruaim
agus	Conj:Coord	agus
dubhachas	Noun:Masc:Com:Sg	dubhachas
uirthi	Pron:Prep:3P:Sg:Fem	ar
.	Punct:Fin	.
Tógann	Verb:VTI:PresInd	tóg
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
na	Art:Pl:Def	na
heochracha	Noun:Fem:Com:Pl:DefArt	eochair
as	Pron:Prep:3P:Sg:Masc	as
.	Punct:Fin	.
Tháinig	Verb:VI:PastInd:Len	tar
beirt	Noun:Fem:Com:Sg	beirt
fhathach	Noun:Masc:Com:Sg:Len	fathach
isteach	Adv:Dir	isteach
sa	Prep:Art:Sg	i
chúige	Noun:Masc:Com:Sg:Len	cúige
agus	Conj:Coord	agus
bhí	Verb:PastInd:Len	bí
siad	Pron:Pers:3P:Pl:Sbj	siad
ag	Prep:Simp	ag
creachadh	Verbal:Noun:VT	creachadh
na	Art:Gen:Sg:Def:Fem	na
dúiche	Noun:Fem:Gen:Sg:DefArt	dúiche
gan	Prep:Simp	gan
stad	Noun:Masc:Com:Sg	stad
gan	Prep:Simp	gan
staonadh	Noun:Masc:Com:Sg	staonadh
.	Punct:Fin	.
'	Punct:Quo	'
Éist	Verb:VTI:Imper:2P:Sg	éist
leis	Pron:Prep:3P:Sg:Masc	le
.	Punct:Fin	.
Sé	Cop:3P:Sg:Masc	sé
deacracht	Noun:Fem:Com:Sg	deacracht
a	Part:Vb:Rel:Direct	a
bhíodh	Verb:PastImp:Len	bí
agam	Pron:Prep:1P:Sg	ag
teacht	Verbal:Noun:VTI	teacht
amach	Adv:Dir	amach
as	Prep:Simp	as
an	Art:Sg:Def	an
saol	Noun:Masc:Com:Sg:DefArt	saol
san	CM:Det:Dem	sin
agus	Conj:Coord	agus
plé	Verbal:Noun:VTI	plé
le	Prep:Simp	le
gnáthchúrsaí	Noun:Masc:Com:Pl	gnáthchúrsa
an	Art:Sg:Def	an
tsaoil	Noun:Masc:Gen:Sg:DefArt	saol
ina	Prep:Rel	i
rabhas	Verb:PastInd:1P:Sg:Dep:Ecl	bí
ag	Prep:Simp	ag
maireachtaint	Noun:Fem:Com:Sg	maireachtaint
.	Punct:Fin	.
An	Art:Sg:Def	an
teideal	Noun:Masc:Com:Sg:Def	teideal
atá	Verb:PresInd:Rel	bí
air	Pron:Prep:3P:Sg:Masc	ar
ná	Conj:Coord	ná
'	Punct:Quo	'
Kill	Prop:Noun:Masc:Com:Sg	Kill
me	Foreign	me
,	Punct:Int	,
I	Foreign	I
Love	Foreign	Love
You	Foreign	You
!	!	!
Taisce	Noun:Fem:Com:Sg	taisce
ábhair	Noun:Masc:Gen:Sg	ábhar
léitheoireachta	Noun:Fem:Gen:Sg	léitheoireacht
(11)	Item	(11)
.	Punct:Fin	.
Agus	Conj:Coord	agus
bhí	Verb:PastInd:Len	bí
,	Punct:Int	,
i	Prep:Simp	i
gcábán	Noun:Masc:Com:Sg:Ecl	cábán
bád	Noun:Masc:Com:Sg	bád
canála	Noun:Fem:Gen:Sg	canáil
a	Part:Vb:Rel:Indirect	a
raibh	Verb:PastInd:Dep:Ecl	bí
an	Art:Sg:Def	an
Rose	Prop:Noun:Fam	Rose
of	Noun:Masc:Com:Sg	of
Mooncoin	Prop:Noun:Masc:Com:Sg	Mooncoin
uirthi	Pron:Prep:3P:Sg:Fem	ar
.	Punct:Fin	.
Fuair	Verb:VT:PastInd	faigh
an	Art:Sg:Def	an
chathair	Noun:Fem:Com:Sg:DefArt	cathair
a	Part:Vb:Rel:Indirect	a
raibh	Verb:PastInd:Dep:Ecl	bí
sí	Pron:Pers:3P:Sg:Fem:Sbj	sí
ina	Prep:Poss:3P:Sg:Fem	i
cónaí	Verbal:Noun:VI	cónaí
inti	Pron:Prep:3P:Sg:Fem	i
-	Punct:Bar	-
Anaconda-	Prop:Noun:Masc:Com:Sg	Anaconda-
a	Det:Poss:3P:Sg:Fem	a
hainm	Noun:Masc:Com:Sg:hPref	ainm
ón	Prep:Art:Sg	ó
nathair	Noun:Fem:Com:Sg:DefArt	nathair
nimhe	Noun:Fem:Gen:Sg	nimh
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
flúirseach	Adj:Base	flúirseach
timpeall	Noun:Masc:Com:Sg	timpeall
an	Art:Sg:Def	an
cheantair	Noun:Masc:Gen:Sg:DefArt	ceantar
sin	Det:Dem	sin
.	Punct:Fin	.
Is	Cop:Pres	is
dóigh	Noun:Fem:Com:Sg	dóigh
liom	Pron:Prep:1P:Sg	le
go	Part:Vb:Cmpl	go
raibh	Verb:PastInd:Dep:Ecl	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
ar	Prep:Simp	ar
an	Art:Sg:Def	an
gcainteoir	Noun:Masc:Com:Sg:Ecl	cainteoir
ba	Cop:Past:Rel	is
chruthaithí	Adj:Comp	cruthaitheach
dá	Conj:Subord	dá
raibh	Verb:PastInd:Dep:Ecl	bí
aithne	Noun:Fem:Com:Sg	aithne
agamsa	Pron:Prep:1P:Sg:Emph	ag
riamh	Adv:Gn	riamh
air	Pron:Prep:3P:Sg:Masc	ar
,	Punct:Int	,
i	Prep:Simp	i
mBéarla	Noun:Masc:Com:Sg:Ecl	béarla
nó	Conj:Coord	nó
i	Prep:Simp	i
nGaeilge	Prop:Noun:Fem:Com:Sg:Ecl	Gaeilge
.	Punct:Fin	.
Is	Cop:Pres	is
í	Pron:Pers:3P:Sg:Fem	í
an	Art:Sg:Def	an
difríocht	Noun:Fem:Com:Sg	difríocht
is	Part:Sup	is
suntasaí	Adj:Comp	suntasach
,	Punct:Int	,
ar	Prep:Simp	ar
ndóigh	Noun:Fem:Com:Sg:Ecl	dóigh
,	Punct:Int	,
nach	Part:Vb:Neg:Cmpl	nach
raibh	Verb:PastInd:Dep:Neg:Len	bí
an	Art:Sg:Def	an
gá	Noun:Masc:Com:Sg:DefArt	gá
cumarsáide	Noun:Fem:Gen:Sg	cumarsáid
céanna	Adj:Base	céanna
i	Prep:Simp	i
gceist	Noun:Fem:Com:Sg:Ecl	ceist
i	Prep:Simp	i
gcás	Noun:Masc:Com:Sg:Ecl	cás
na	Art:Gen:Sg:Def:Fem	na
Gaeilge	Prop:Noun:Fem:Gen:Sg:DefArt	Gaeilge
agus	Conj:Coord	agus
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
ann	Pron:Prep:3P:Sg:Masc	i
i	Prep:Simp	i
gcomhthéacs	Noun:Masc:Com:Sg:Ecl	comhthéacs
an	Art:Sg:Def	an
ilteangachais	Noun:Masc:Gen:Sg	ilteangachas
a	Part:Vb:Rel:Direct	a
chothaigh	Verb:VTI:PastInd:Len	cothaigh
athréimniú	Verbal:Noun:VTI	athréimniú
na	Art:Gen:Sg:Def:Fem	na
hEabhraise	Noun:Fem:Com:Sg	heabhraise
.	Punct:Fin	.
De	Prep:Simp	de
réir	Noun:Fem:Com:Sg:Len	réir
a	Det:Poss:3P:Sg:Masc	a
chéile	Noun:Masc:Com:Sg:Len	céile
,	Punct:Int	,
éirionn	Noun:Masc:Com:Sg	éirionn
an	Art:Sg:Def	an
teannas	Noun:Masc:Com:Sg:Def	teannas
idir	Prep:Simp	idir
na	Art:Pl:Def	na
saighdiúirí	Noun:Masc:Com:Pl	saighdiúir
agus	Conj:Coord	agus
